sub,intercept,beta,learning_rate_environment_reward_raw,learning_rate_environment_reward_transformed,learning_rate_environment_delay_raw,learning_rate_environment_delay_transformed,learning_rate_options_raw,learning_rate_options_transformed
18,-2.936595090219719,0.13220007630995703,-2.3582259948734547,0.00918125510335982,-2.586295070257547,0.00485069201345123,1.3993553049328336,0.9191467686392567
19,-0.6380537467811457,0.08540058589504881,-1.4829042045481602,0.06904993209874233,-2.1125185286328,0.01732099921767366,0.25391860361422297,0.6002207789472542
21,-2.3115688669023755,0.07381745714579568,-1.5624747675909119,0.05908809277034638,-2.3083630472729455,0.010489476239767426,-0.7864375457837766,0.2158055972365152
23,-2.983984760562066,0.09204707617306755,-2.8530687755003057,0.002164962472417875,-3.379744188971745,0.0003627666229039095,-0.11182267602996149,0.455482003706948
25,-2.300275323486969,0.10858278043433697,-2.164565478552695,0.015210488547775236,-2.6292369326993983,0.004278835713984852,-0.10518514165109896,0.4581144502798692
27,-3.6502739359398877,0.08008766955395646,-1.6533041503712733,0.049134489372070544,-2.1347490617215907,0.01639075655889466,1.3764209445310194,0.9156543263699666
29,3.3405334042965507,0.1088532029612826,-2.49660336781946,0.00626945589953648,-2.0327502792466534,0.02103887937180593,0.17215025837518189,0.5683402989841723
30,-5.617425977973696,0.06904330128014667,-1.4619482719840504,0.07187769274902328,-2.5338258712197517,0.005641239050832192,2.0300431367028886,0.9788239226368778
31,0.35534975728044915,0.10409015453428763,-2.9058245560926896,0.0018314338096710459,-3.0033406746295648,0.0013351666380394533,-1.4453934141367666,0.07417370612060104
32,-2.268923950779782,0.047246577064492444,-2.3632425977821367,0.009057903193594175,-2.967260712874784,0.0015023303005521904,0.4200549803896044,0.6627773552039232
33,0.5203620274060271,0.11513261341538938,-3.335114773897623,0.00042632099760442355,-3.20790071468402,0.0006685382440988485,-0.8595991716274908,0.1950050159056348
34,-1.6683414858909118,0.0782778708127292,-2.8111049014864733,0.0024685843048214973,-3.244022074369956,0.0005892730617697572,0.6510948983903262,0.7425073852365635
35,0.7947291524977111,0.06953749773639747,-3.18120723980938,0.0007333133659259139,-3.4805289318446473,0.0002502123868630135,-0.3678149539926222,0.3565056089180594
36,-5.584380469721902,0.11493802060376129,-3.304517526386935,0.00047570013528808186,-3.9465199100840436,3.964766535075048e-5,0.6411258931876964,0.7392795537908867
37,-2.229099936344725,0.0867494264258445,-2.57758295427287,0.00497469985886978,-2.8322496482020414,0.0023110872743705713,1.1262210767550997,0.8699640228257283
39,-4.561779523377195,0.024670498960776246,-2.243434060743314,0.012434418764748323,-3.4779679487548623,0.00025261516621372104,1.2844852717170392,0.9005138931555123
40,-1.475407959231769,0.05742952657437632,-2.7689500318052875,0.002811862969849588,-3.0670166612648795,0.0010810340280704711,1.2857415304070168,0.9007333589906932
41,0.003425752589916708,0.08178996900551544,-2.70910597712052,0.003373239318528898,-3.1521423375385704,0.0008103862260072647,0.5744226055366032,0.7171590702981184
43,-4.419515928459061,0.09661685726155418,-2.375000366888549,0.00877446637410395,-3.012560832609305,0.0012952675464851238,1.1458095684099052,0.8740630224024932
49,0.3141935545428924,0.08690139522647612,-2.6419956847811625,0.0041209552974758035,-2.7936120167599925,0.002606148662858687,-1.398228126731335,0.081022286513113
50,-1.3955952310019668,0.08929060310501137,-3.3806197606061033,0.00036161275040252905,-3.722409509010586,9.866531977559267e-5,0.2496695038608429,0.5985785280860079
52,-2.965886738613714,0.0986390884007776,-2.6559511276805776,0.003954253741694724,-3.1691926239745007,0.0007643152494069549,0.3470616451767783,0.6357274963210692
54,-2.93528271140583,0.059999957814467264,-1.8708436837483562,0.030683375365878396,-2.503963573560569,0.0061405338739771165,1.121173427938144,0.8688929759675809
56,0.0677467831275761,0.053650166383772166,-3.1349457831844068,0.0008594293791753249,-3.619576778652139,0.0001475426239128108,0.3393768538897002,0.6328370735253771
60,-2.0489293321547506,0.08671170346297515,-3.214858972135119,0.0006525431131380044,-3.668692702037304,0.00012189695064396266,-0.5314700784618672,0.2975465353126947
61,-0.23075383731696802,0.10728628270169882,-2.6133349783541675,0.004483168627079981,-2.7946957084192654,0.0025974293311998298,-1.451106399782541,0.0733751173694065
62,-2.5938162924274653,0.12041108129479376,-3.4925779093089204,0.00023919101097635842,-3.6422158658982147,0.00013515062777852416,1.2298967164060217,0.8906321079990214
